File, Suite, Query name, Query ID, Kind, Severity, Precision
github/codeql/cpp/ql/src/Likely Bugs/InconsistentCallOnResult.ql, security-and-quality, Inconsistent operation on return value, cpp/inconsistent-call-on-result, problem, warning, medium
github/codeql/java/ql/src/Compatibility/JDK9/UnderscoreIdentifier.ql, security-and-quality, Underscore used as identifier, java/underscore-identifier, problem, recommendation, high
github/codeql/java/ql/src/Compatibility/JDK9/JdkInternalAccess.ql, security-and-quality, Access to unsupported JDK-internal API, java/jdk-internal-api-access, problem, recommendation, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-094/ScriptEngine.ql, security-and-quality, ScriptEngine evaluation, java/unsafe-eval, path-problem, error, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-074/JndiInjection.ql, security-and-quality, JNDI lookup with user-controlled name, java/jndi-injection, path-problem, error, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-016/SpringBootActuators.ql, security-and-quality, Exposed Spring Boot actuators, java/spring-boot-exposed-actuators, problem, error, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-643/XPathInjection.ql, security-and-quality, XPath injection, java/xml/xpath-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-209/StackTraceExposure.ql, security-and-quality, Information exposure through a stack trace, java/stack-trace-exposure, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-807/TaintedPermissionsCheck.ql, security-and-quality, User-controlled data used in permissions check, java/tainted-permissions-check, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-601/UrlRedirect.ql, security-and-quality, URL redirection from remote source, java/unvalidated-url-redirection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-113/NettyResponseSplitting.ql, security-and-quality, Disabled Netty HTTP header validation, java/netty-http-response-splitting, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-113/ResponseSplitting.ql, security-and-quality, HTTP response splitting, java/http-response-splitting, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-732/ReadingFromWorldWritableFile.ql, security-and-quality, Reading from a world writable file, java/world-writable-file-read, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-335/PredictableSeed.ql, security-and-quality, Use of a predictable seed in a secure random number generator, java/predictable-seed, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-614/InsecureCookie.ql, security-and-quality, Failure to use secure cookies, java/insecure-cookie, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-089/SqlTainted.ql, security-and-quality, Query built from user-controlled sources, java/sql-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-089/SqlUnescaped.ql, security-and-quality, Query built without neutralizing special characters, java/concatenated-sql-query, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-090/LdapInjection.ql, security-and-quality, LDAP query built from user-controlled sources, java/ldap-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-312/CleartextStorageCookie.ql, security-and-quality, Cleartext storage of sensitive information in cookie, java/cleartext-storage-in-cookie, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-134/ExternallyControlledFormatString.ql, security-and-quality, Use of externally-controlled format string, java/tainted-format-string, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-352/SpringCSRFProtection.ql, security-and-quality, Disabled Spring CSRF protection, java/spring-disabled-csrf-protection, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-502/UnsafeDeserialization.ql, security-and-quality, Deserialization of user-controlled data, java/unsafe-deserialization, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-022/ZipSlip.ql, security-and-quality, Arbitrary file write during archive extraction (Zip Slip), java/zipslip, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-022/TaintedPath.ql, security-and-quality, Uncontrolled data used in path expression, java/path-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-611/XXE.ql, security-and-quality, Resolving XML external entity in user-controlled data, java/xxe, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-078/ExecUnescaped.ql, security-and-quality, Building a command line with string concatenation, java/concatenated-command-line, problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-078/ExecTainted.ql, security-and-quality, Uncontrolled command line, java/command-line-injection, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-681/NumericCastTainted.ql, security-and-quality, User-controlled data in numeric cast, java/tainted-numeric-cast, path-problem, error, high
github/codeql/java/ql/src/Security/CWE/CWE-829/InsecureDependencyResolution.ql, security-and-quality, Failure to use HTTPS or SFTP URL in Maven artifact upload/download, java/maven/non-https-url, problem, error, very-high
github/codeql/java/ql/src/Security/CWE/CWE-079/XSS.ql, security-and-quality, Cross-site scripting, java/xss, path-problem, error, high
github/codeql/java/ql/src/Violations of Best Practice/Exception Handling/NumberFormatException.ql, security-and-quality, Missing catch of NumberFormatException, java/uncaught-number-format-exception, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Exception Handling/IgnoreExceptionalReturn.ql, security-and-quality, Ignored error status of call, java/ignored-error-status-of-call, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Undesirable Calls/DefaultToString.ql, security-and-quality, Use of default toString(), java/call-to-object-tostring, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Undesirable Calls/PrintLnArray.ql, security-and-quality, Implicit conversion from array to string, java/print-array, problem, recommendation, very-high
github/codeql/java/ql/src/Violations of Best Practice/Undesirable Calls/CallsToStringToString.ql, security-and-quality, Useless toString on String, java/useless-tostring-call, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Implementation Hiding/ExposeRepresentation.ql, security-and-quality, Exposing internal representation, java/internal-representation-exposure, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Implementation Hiding/AbstractToConcreteCollection.ql, security-and-quality, Cast from abstract to concrete collection, java/abstract-to-concrete-cast, problem, warning, very-high
github/codeql/java/ql/src/Violations of Best Practice/Boxed Types/BoxedVariable.ql, security-and-quality, Boxed variable is never null, java/non-null-boxed-variable, problem, warning, very-high
github/codeql/java/ql/src/Violations of Best Practice/Declarations/NoConstantsOnly.ql, security-and-quality, Constant interface anti-pattern, java/constants-only-interface, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Naming Conventions/ConfusingOverloading.ql, security-and-quality, Confusing overloading of methods, java/confusing-method-signature, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Naming Conventions/AmbiguousOuterSuper.ql, security-and-quality, Subtle call to inherited method, java/subtle-inherited-call, problem, warning, very-high
github/codeql/java/ql/src/Violations of Best Practice/Naming Conventions/SameNameAsSuper.ql, security-and-quality, Class has same name as super class, java/class-name-matches-super-class, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Naming Conventions/ConfusingMethodNames.ql, security-and-quality, Confusing method names because of capitalization, java/confusing-method-name, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Naming Conventions/LocalShadowsFieldConfusing.ql, security-and-quality, Possible confusion of local and field, java/local-shadows-field, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Dead Code/UnusedLabel.ql, security-and-quality, Unused label, java/unused-label, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Dead Code/InterfaceCannotBeImplemented.ql, security-and-quality, Interface cannot be implemented, java/unimplementable-interface, problem, warning, very-high
github/codeql/java/ql/src/Violations of Best Practice/Dead Code/UnreadLocal.ql, security-and-quality, Unread local variable, java/local-variable-is-never-read, problem, recommendation, high
github/codeql/java/ql/src/Violations of Best Practice/Dead Code/DeadRefTypes.ql, security-and-quality, Unused classes and interfaces, java/unused-reference-type, problem, recommendation, high
github/codeql/java/ql/src/DeadCode/UselessParameter.ql, security-and-quality, Useless parameter, java/unused-parameter, problem, recommendation, high
github/codeql/java/ql/src/Language Abuse/UselessNullCheck.ql, security-and-quality, Useless null check, java/useless-null-check, problem, warning, very-high
github/codeql/java/ql/src/Language Abuse/UselessTypeTest.ql, security-and-quality, Useless type test, java/useless-type-test, problem, warning, very-high
github/codeql/java/ql/src/Language Abuse/ChainedInstanceof.ql, security-and-quality, Chain of 'instanceof' tests, java/chained-type-tests, problem, recommendation, high
github/codeql/java/ql/src/Language Abuse/WrappedIterator.ql, security-and-quality, Iterable wrapping an iterator, java/iterable-wraps-iterator, problem, warning, very-high
github/codeql/java/ql/src/Language Abuse/IterableIterator.ql, security-and-quality, Iterator implementing Iterable, java/iterator-implements-iterable, problem, warning, very-high
github/codeql/java/ql/src/external/DuplicateMethod.ql, security-and-quality, Duplicate method, java/duplicate-method, problem, recommendation, high
github/codeql/java/ql/src/external/DuplicateAnonymous.ql, security-and-quality, Duplicate anonymous class, java/duplicate-anonymous-class, problem, recommendation, high
github/codeql/java/ql/src/external/MostlySimilarFile.ql, security-and-quality, Mostly similar file, java/similar-file, problem, recommendation, high
github/codeql/java/ql/src/external/MostlyDuplicateFile.ql, security-and-quality, Mostly duplicate file, java/duplicate-file, problem, recommendation, high
github/codeql/java/ql/src/external/MostlyDuplicateClass.ql, security-and-quality, Mostly duplicate class, java/duplicate-class, problem, recommendation, high
github/codeql/java/ql/src/external/MostlyDuplicateMethod.ql, security-and-quality, Mostly duplicate method, java/similar-method, problem, recommendation, high
github/codeql/java/ql/src/Performance/InnerClassCouldBeStatic.ql, security-and-quality, Inner class could be static, java/non-static-nested-class, problem, recommendation, high
github/codeql/java/ql/src/Performance/InefficientKeySetIterator.ql, security-and-quality, Inefficient use of key set iterator, java/inefficient-key-set-iterator, problem, recommendation, high
github/codeql/java/ql/src/Performance/InefficientEmptyStringTest.ql, security-and-quality, Inefficient empty string test, java/inefficient-empty-string-test, problem, recommendation, high
github/codeql/java/ql/src/Performance/InefficientOutputStream.ql, security-and-quality, Inefficient output stream, java/inefficient-output-stream, problem, warning, very-high
github/codeql/java/ql/src/Performance/NewStringString.ql, security-and-quality, Inefficient String constructor, java/inefficient-string-constructor, problem, recommendation, high
github/codeql/java/ql/src/Performance/InefficientPrimConstructor.ql, security-and-quality, Inefficient primitive constructor, java/inefficient-boxed-constructor, problem, recommendation, high
github/codeql/java/ql/src/Advisory/Documentation/SpuriousJavadocParam.ql, security-and-quality, Spurious Javadoc @param tags, java/unknown-javadoc-parameter, problem, recommendation, very-high
github/codeql/java/ql/src/Advisory/Documentation/ImpossibleJavadocThrows.ql, security-and-quality, Javadoc has impossible 'throws' tag, java/inconsistent-javadoc-throws, problem, recommendation, high
github/codeql/java/ql/src/Advisory/Declarations/MissingOverrideAnnotation.ql, security-and-quality, Missing Override annotation, java/missing-override-annotation, problem, recommendation, high
github/codeql/java/ql/src/Advisory/Deprecated Code/AvoidDeprecatedCallableAccess.ql, security-and-quality, Deprecated method or constructor invocation, java/deprecated-call, problem, recommendation, high
github/codeql/java/ql/src/Likely Bugs/Nullness/NullExprDeref.ql, security-and-quality, Dereferenced expression may be null, java/dereferenced-expr-may-be-null, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Nullness/NullAlways.ql, security-and-quality, Dereferenced variable is always null, java/dereferenced-value-is-always-null, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Nullness/NullMaybe.ql, security-and-quality, Dereferenced variable may be null, java/dereferenced-value-may-be-null, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Termination/ConstantLoopCondition.ql, security-and-quality, Constant loop condition, java/constant-loop-condition, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/MissingFormatArg.ql, security-and-quality, Missing format argument, java/missing-format-argument, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/StringBufferCharInit.ql, security-and-quality, Character passed to StringBuffer or StringBuilder constructor, java/string-buffer-char-init, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/ContainerSizeCmpZero.ql, security-and-quality, Container size compared to zero, java/test-for-negative-container-size, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/UnusedFormatArg.ql, security-and-quality, Unused format argument, java/unused-format-argument, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/SelfAssignment.ql, security-and-quality, Self assignment, java/redundant-assignment, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/MissingSpaceTypo.ql, security-and-quality, Missing space in string literal, java/missing-space-in-concatenation, problem, recommendation, very-high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/SuspiciousDateFormat.ql, security-and-quality, Suspicious date format, java/suspicious-date-format, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Likely Typos/ContradictoryTypeChecks.ql, security-and-quality, Contradictory type checks, java/contradictory-type-checks, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Concurrency/DoubleCheckedLocking.ql, security-and-quality, Double-checked locking is not thread-safe, java/unsafe-double-checked-locking, problem, error, high
github/codeql/java/ql/src/Likely Bugs/Concurrency/CallsToRunnableRun.ql, security-and-quality, Direct call to a run() method, java/call-to-thread-run, problem, recommendation, high
github/codeql/java/ql/src/Likely Bugs/Concurrency/SynchSetUnsynchGet.ql, security-and-quality, Inconsistent synchronization of getter and setter, java/unsynchronized-getter, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Concurrency/DoubleCheckedLockingWithInitRace.ql, security-and-quality, Race condition in double-checked locking object initialization, java/unsafe-double-checked-locking-init-order, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Concurrency/SynchOnBoxedType.ql, security-and-quality, Synchronization on boxed types or strings, java/sync-on-boxed-types, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Concurrency/NonSynchronizedOverride.ql, security-and-quality, Non-synchronized override of synchronized method, java/non-sync-override, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Statements/PartiallyMaskedCatch.ql, security-and-quality, Unreachable catch clause, java/unreachable-catch-clause, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Statements/ContinueInFalseLoop.ql, security-and-quality, Continue statement that does not continue, java/continue-in-false-loop, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Statements/UseBraces.ql, security-and-quality, Misleading indentation, java/misleading-indentation, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Inheritance/NoNonFinalInConstructor.ql, security-and-quality, Non-final method invocation in constructor, java/non-final-call-in-constructor, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Arithmetic/WhitespaceContradictsPrecedence.ql, security-and-quality, Whitespace contradicts operator precedence, java/whitespace-contradicts-precedence, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Arithmetic/InformationLoss.ql, security-and-quality, Implicit narrowing conversion in compound assignment, java/implicit-cast-in-compound-assignment, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Arithmetic/IntMultToLong.ql, security-and-quality, Result of multiplication cast to wider type, java/integer-multiplication-cast-to-long, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Arithmetic/LShiftLargerThanTypeWidth.ql, security-and-quality, Left shift by more than the type width, java/lshift-larger-than-type-width, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Arithmetic/ConstantExpAppearsNonConstant.ql, security-and-quality, Expression always evaluates to the same value, java/evaluation-to-constant, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Resource Leaks/CloseSql.ql, security-and-quality, Potential database resource leak, java/database-resource-leak, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Resource Leaks/CloseWriter.ql, security-and-quality, Potential output resource leak, java/output-resource-leak, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Resource Leaks/CloseReader.ql, security-and-quality, Potential input resource leak, java/input-resource-leak, problem, warning, high
github/codeql/java/ql/src/Likely Bugs/Comparison/IncomparableEquals.ql, security-and-quality, Equals on incomparable types, java/equals-on-unrelated-types, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Comparison/UselessComparisonTest.ql, security-and-quality, Useless comparison test, java/constant-comparison, problem, warning, very-high
github/codeql/java/ql/src/Likely Bugs/Comparison/EqualsArray.ql, security-and-quality, Equals or hashCode on arrays, java/equals-on-arrays, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Comparison/MissingInstanceofInEquals.ql, security-and-quality, Equals method does not inspect argument type, java/unchecked-cast-in-equals, problem, error, high
github/codeql/java/ql/src/Likely Bugs/Comparison/WrongNanComparison.ql, security-and-quality, Wrong NaN comparison, java/comparison-with-nan, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Comparison/InconsistentEqualsHashCode.ql, security-and-quality, Inconsistent equals and hashCode, java/inconsistent-equals-and-hashcode, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Comparison/HashedButNoHash.ql, security-and-quality, Hashed value without hashCode definition, java/hashing-without-hashcode, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Comparison/RefEqBoxed.ql, security-and-quality, Reference equality test of boxed types, java/reference-equality-of-boxed-types, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Comparison/CompareIdenticalValues.ql, security-and-quality, Comparison of identical values, java/comparison-of-identical-expressions, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Collections/RemoveTypeMismatch.ql, security-and-quality, Type mismatch on container modification, java/type-mismatch-modification, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Collections/ContainsTypeMismatch.ql, security-and-quality, Type mismatch on container access, java/type-mismatch-access, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Collections/ReadOnlyContainer.ql, security-and-quality, Container contents are never initialized, java/empty-container, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Collections/WriteOnlyContainer.ql, security-and-quality, Container contents are never accessed, java/unused-container, problem, error, very-high
github/codeql/java/ql/src/Likely Bugs/Collections/ArrayIndexOutOfBounds.ql, security-and-quality, Array index out of bounds, java/index-out-of-bounds, problem, error, high
github/codeql/java/ql/src/experimental/Security/CWE/CWE-1004/InsecureTomcatConfig.ql, security-and-quality, Tomcat config disables 'HttpOnly' flag (XSS risk), java/tomcat-disabled-httponly, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-807/ConditionalBypass.ql, security-and-quality, User-controlled bypass of sensitive method, java/user-controlled-bypass, path-problem, error, medium
github/codeql/java/ql/src/Security/CWE/CWE-327/MaybeBrokenCryptoAlgorithm.ql, security-and-quality, Use of a potentially broken or risky cryptographic algorithm, java/potentially-weak-cryptographic-algorithm, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-327/BrokenCryptoAlgorithm.ql, security-and-quality, Use of a broken or risky cryptographic algorithm, java/weak-cryptographic-algorithm, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-190/ArithmeticTainted.ql, security-and-quality, User-controlled data in arithmetic expression, java/tainted-arithmetic, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-190/ComparisonWithWiderType.ql, security-and-quality, Comparison of narrow type with wide type in loop condition, java/comparison-with-wider-type, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-190/ArithmeticUncontrolled.ql, security-and-quality, Uncontrolled data in arithmetic expression, java/uncontrolled-arithmetic, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-367/TOCTOURace.ql, security-and-quality, Time-of-check time-of-use race condition, java/toctou-race-condition, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-421/SocketAuthRace.ql, security-and-quality, Race condition in socket authentication, java/socket-auth-race-condition, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-676/PotentiallyDangerousFunction.ql, security-and-quality, Use of a potentially dangerous function, java/potentially-dangerous-function, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-835/InfiniteLoop.ql, security-and-quality, Loop with unreachable exit condition, java/unreachable-exit-in-loop, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-129/ImproperValidationOfArrayIndex.ql, security-and-quality, Improper validation of user-provided array index, java/improper-validation-of-array-index, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-129/ImproperValidationOfArrayConstruction.ql, security-and-quality, Improper validation of user-provided size used for array construction, java/improper-validation-of-array-construction, path-problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-312/CleartextStorageProperties.ql, security-and-quality, Cleartext storage of sensitive information using 'Properties' class, java/cleartext-storage-in-properties, problem, warning, medium
github/codeql/java/ql/src/Security/CWE/CWE-798/HardcodedCredentialsApiCall.ql, security-and-quality, Hard-coded credential in API call, java/hardcoded-credential-api-call, path-problem, error, medium
github/codeql/java/ql/src/Security/CWE/CWE-078/ExecRelative.ql, security-and-quality, Executing a command with a relative path, java/relative-path-command, problem, warning, medium
github/codeql/java/ql/src/Violations of Best Practice/Undesirable Calls/NextFromIterator.ql, security-and-quality, Next in hasNext implementation, java/iterator-hasnext-calls-next, problem, warning, medium
github/codeql/java/ql/src/Violations of Best Practice/Undesirable Calls/CallsToRunFinalizersOnExit.ql, security-and-quality, Dangerous runFinalizersOnExit, java/run-finalizers-on-exit, problem, error, medium
github/codeql/java/ql/src/Violations of Best Practice/Implementation Hiding/GetClassGetResource.ql, security-and-quality, Unsafe use of getResource, java/unsafe-get-resource, problem, warning, medium
github/codeql/java/ql/src/Violations of Best Practice/Naming Conventions/FieldMasksSuperField.ql, security-and-quality, Field masks field in super class, java/field-masks-super-field, problem, warning, medium
github/codeql/java/ql/src/Violations of Best Practice/Dead Code/CreatesEmptyZip.ql, security-and-quality, Creates empty ZIP file entry, java/empty-zip-file-entry, problem, warning, medium
github/codeql/java/ql/src/Language Abuse/OverridePackagePrivate.ql, security-and-quality, Confusing non-overriding of package-private method, java/non-overriding-package-private, problem, warning, medium
github/codeql/java/ql/src/Language Abuse/TypeVarExtendsFinalType.ql, security-and-quality, Type bound extends a final class, java/type-bound-extends-final, problem, warning, medium
github/codeql/java/ql/src/Language Abuse/TypeVariableHidesType.ql, security-and-quality, Type variable hides another type, java/type-variable-hides-type, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Termination/SpinOnField.ql, security-and-quality, Spin on field, java/spin-on-field, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Serialization/ReadResolveObject.ql, security-and-quality, ReadResolve must have Object return type, not void, java/wrong-readresolve-signature, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Serialization/IncorrectSerializableMethods.ql, security-and-quality, Serialization methods do not match required signature, java/wrong-object-serialization-signature, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Serialization/MissingVoidConstructorOnExternalizable.ql, security-and-quality, Externalizable but no public no-argument constructor, java/missing-no-arg-constructor-on-externalizable, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Serialization/IncorrectSerialVersionUID.ql, security-and-quality, Incorrect serialVersionUID field, java/incorrect-serial-version-uid, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Serialization/NonSerializableInnerClass.ql, security-and-quality, Serializable inner class of non-serializable class, java/non-serializable-inner-class, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Serialization/MissingVoidConstructorsOnSerializable.ql, security-and-quality, Serializable but no void constructor, java/missing-no-arg-constructor-on-serializable, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Likely Typos/EqualsTypo.ql, security-and-quality, Typo in equals, java/equals-typo, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Likely Typos/DangerousNonCircuitLogic.ql, security-and-quality, Dangerous non-short-circuit logic, java/non-short-circuit-evaluation, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Likely Typos/HashCodeTypo.ql, security-and-quality, Typo in hashCode, java/hashcode-typo, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Likely Typos/ToStringTypo.ql, security-and-quality, Typo in toString, java/tostring-typo, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/SynchWriteObject.ql, security-and-quality, Inconsistent synchronization for writeObject(), java/inconsistent-sync-writeobject, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/FutileSynchOnField.ql, security-and-quality, Futile synchronization on field, java/unsafe-sync-on-field, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/CallsToConditionWait.ql, security-and-quality, Wait on condition, java/wait-on-condition-interface, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/NotifyNotNotifyAll.ql, security-and-quality, notify instead of notifyAll, java/notify-instead-of-notify-all, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/StartInConstructor.ql, security-and-quality, Start of thread in constructor, java/thread-start-in-constructor, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/DateFormatThreadUnsafe.ql, security-and-quality, Thread-unsafe use of DateFormat, java/thread-unsafe-dateformat, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/SleepWithLock.ql, security-and-quality, Sleep with lock held, java/sleep-with-lock-held, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Concurrency/UnreleasedLock.ql, security-and-quality, Unreleased lock, java/unreleased-lock, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Statements/MissingEnumInSwitch.ql, security-and-quality, Missing enum case in switch, java/missing-case-in-switch, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Arithmetic/BadAbsOfRandom.ql, security-and-quality, Incorrect absolute value of random number, java/abs-of-random, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Arithmetic/MultiplyRemainder.ql, security-and-quality, Multiplication of remainder, java/multiplication-of-remainder, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Arithmetic/RandomUsedOnce.ql, security-and-quality, Random used only once, java/random-used-once, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Finalization/NullifiedSuperFinalize.ql, security-and-quality, Finalizer inconsistency, java/missing-super-finalize, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Comparison/CovariantCompareTo.ql, security-and-quality, Overloaded compareTo, java/wrong-compareto-signature, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Comparison/StringComparison.ql, security-and-quality, Reference equality test on strings, java/reference-equality-on-strings, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Comparison/InconsistentCompareTo.ql, security-and-quality, Inconsistent compareTo, java/inconsistent-compareto-and-equals, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Comparison/CovariantEquals.ql, security-and-quality, Overloaded equals, java/wrong-equals-signature, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Cloning/MissingCallToSuperClone.ql, security-and-quality, Missing super clone, java/missing-call-to-super-clone, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Cloning/MissingMethodClone.ql, security-and-quality, No clone method, java/missing-clone-method, problem, error, medium
github/codeql/java/ql/src/Likely Bugs/Frameworks/JUnit/BadSuiteMethod.ql, security-and-quality, Bad suite method, java/wrong-junit-suite-signature, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Frameworks/Swing/BadlyOverriddenAdapter.ql, security-and-quality, Bad implementation of an event Adapter, java/wrong-swing-event-adapter-signature, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Collections/IteratorRemoveMayFail.ql, security-and-quality, Call to Iterator.remove may fail, java/iterator-remove-failure, problem, warning, medium
github/codeql/java/ql/src/Likely Bugs/Reflection/AnnotationPresentCheck.ql, security-and-quality, AnnotationPresent check, java/ineffective-annotation-present-check, problem, error, medium
github/codeql/javascript/ql/src/experimental/Security/CWE-94/ServerSideTemplateInjection.ql, security-and-quality, Server Side Template Injection, js/server-side-template-injection, path-problem, error, high
github/codeql/javascript/ql/src/NodeJS/InvalidExport.ql, security-and-quality, Assignment to exports variable, js/node/assignment-to-exports-variable, problem, warning, very-high
